"id","tweet_id","retweet_count","tweet_created","tweet_location","text","airline","airline_sentiment"
3049,"5,68771089372979E+017",1,"2015-02-20 05:56:09 -0800",,"@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks","United",-1
3053,"5,68768952366576E+017",0,"2015-02-20 05:47:40 -0800","Chicago, IL","@united no chance in hell. I'd rather walk. Worst airline ever.","United",-1
3054,"5,68767621186912E+017",0,"2015-02-20 05:42:22 -0800","NYC.  Sports.","@United is the worst major US airline.  More proof: they're boarding the plane with the outside galley door open in 0 degree weather.  Wtf?","United",-1
3056,"5,68761425029669E+017",0,"2015-02-20 05:17:45 -0800","Los Angeles/Charlotte","@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm","United",1
3057,"5,6876034192196E+017",0,"2015-02-20 05:13:27 -0800","FUCK CANCER","@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49","United",-1
3058,"5,68760315569054E+017",0,"2015-02-20 05:13:20 -0800","Naperville","@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.","United",-1
3059,"5,68758807418896E+017",0,"2015-02-20 05:07:21 -0800","houston paris nyc ","@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧","United",1
3060,"5,68757933502149E+017",0,"2015-02-20 05:03:53 -0800","New York","@united disappointed to learn you are now charging $200 to use 20k miles for upgrades on PS JFK flights. Will be looking at alternatives.","United",-1
3062,"5,68756110456271E+017",0,"2015-02-20 04:56:38 -0800","Seattle","@united @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU","United",-1
3063,"5,68755759670022E+017",0,"2015-02-20 04:55:14 -0800","New Jersey","@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.","United",-1
3064,"5,68755688442192E+017",0,"2015-02-20 04:54:57 -0800","New York, NY","@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!","United",-1
3067,"5,68751415390286E+017",0,"2015-02-20 04:37:58 -0800","Charlottesville, VA","@united can you help me with a delayed flight as im going to miss my connection?","United",-1
3068,"5,68747605653643E+017",0,"2015-02-20 04:22:50 -0800","New Jersey","@united I'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce","United",-1
3069,"5,68740200479793E+017",0,"2015-02-20 03:53:25 -0800",,"@United why is it so impossible to actually get a passenger AND their luggage to their final destination?","United",-1
3070,"5,68738229274464E+017",0,"2015-02-20 03:45:35 -0800","Washington, DC - USA","@united -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.","United",1
3075,"5,68731155303956E+017",0,"2015-02-20 03:17:28 -0800","NY","@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!","United",1
3076,"5,68726628639101E+017",0,"2015-02-20 02:59:29 -0800","New York","@united your airline is the biggest joke of an operation in the world.","United",-1
3077,"5,68725453831315E+017",0,"2015-02-20 02:54:49 -0800",,"@united what is going on with baggage claim in Newark!#tiredandwanttogohome","United",-1
3078,"5,68723674934723E+017",0,"2015-02-20 02:47:45 -0800","Chicago, IL","@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first","United",-1
3080,"5,68720333634609E+017",0,"2015-02-20 02:34:28 -0800","Warsaw, Berlin, Kiev ","@united Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!","United",-1
3081,"5,68716618794209E+017",0,"2015-02-20 02:19:42 -0800",,"@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.","United",-1
3082,"5,6871638886663E+017",0,"2015-02-20 02:18:48 -0800","Portland, OR","@united So disappointed in the service and the level of staff communication. Such a bummer.","United",-1
3084,"5,68716015338717E+017",1,"2015-02-20 02:17:18 -0800","London via Adelaide","Thanks @united, great news that u won't refund tickets due to a bad exchange rate. I knew u would come to your senses @gg8929 @UnitedAppeals","United",-1
3087,"5,68706817980797E+017",0,"2015-02-20 01:40:46 -0800",,"@united how are you going to rectify this? Please direct me to your complaints department #stickingToDelta","United",-1
3088,"5,68702964623217E+017",0,"2015-02-20 01:25:27 -0800",,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”","United",1
3089,"5,68701051903336E+017",0,"2015-02-20 01:17:51 -0800",,"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep","United",-1
3090,"5,68699390962958E+017",0,"2015-02-20 01:11:15 -0800",,"@united it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos","United",-1
3094,"5,68693355183538E+017",0,"2015-02-20 00:47:16 -0800",,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient","United",-1
3095,"5,68690023513526E+017",0,"2015-02-20 00:34:02 -0800","Bellevue Washington","@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.","United",-1
3096,"5,68678201590997E+017",0,"2015-02-19 23:47:03 -0800","bonkers in Yonkers","@united its in black and white. EU law and all that €600 for a Cancelled Flightled flight. I want my money","United",-1
3097,"5,68677786329735E+017",0,"2015-02-19 23:45:24 -0800","bonkers in Yonkers","@united accordingly? U dont respond at all","United",-1
3098,"5,68677633682215E+017",0,"2015-02-19 23:44:48 -0800","bonkers in Yonkers","@united ""the extra care airline"". #unitedairlines they don't care. Trust me. There #customerservice is non existent. They don't have 1","United",-1
3099,"5,68677317590938E+017",0,"2015-02-19 23:43:32 -0800",,"@united Another unfortunate case of bad luck, usually maintenance issue. They are now swapping planes to ONT, will get in Late Flight. :(","United",-1
3100,"5,6867720706261E+017",0,"2015-02-19 23:43:06 -0800",,"@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd","United",-1
3101,"5,68676876866224E+017",0,"2015-02-19 23:41:47 -0800","bonkers in Yonkers","@united #onlyinAmerica. 18 days and not a word from #unitedairlines #customerservices. Bad PR guys.","United",-1
3105,"5,68672467889177E+017",0,"2015-02-19 23:24:16 -0800",,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis.","United",-1
3106,"5,68672436977168E+017",0,"2015-02-19 23:24:09 -0800","Seattle, WA","@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful","United",-1
3108,"5,68670928407626E+017",0,"2015-02-19 23:18:09 -0800","Houston","we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und","United",-1
3110,"5,68668364144398E+017",0,"2015-02-19 23:07:58 -0800","Houston","There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""","United",-1
3113,"5,68662835829416E+017",0,"2015-02-19 22:45:59 -0800","NJ","@united maybe on my return trip 👍","United",1
3114,"5,68662525530628E+017",0,"2015-02-19 22:44:45 -0800","Yonkers NY","@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou","United",-1
3116,"5,68657247896789E+017",0,"2015-02-19 22:23:47 -0800",,"@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable","United",-1
3117,"5,68656888935481E+017",0,"2015-02-19 22:22:22 -0800","Houston","@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice","United",1
3119,"5,68656507480482E+017",0,"2015-02-19 22:20:51 -0800","New Jersey","@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!","United",-1
3120,"5,68656014481846E+017",0,"2015-02-19 22:18:53 -0800","San Francisco, CA","@united I am so happy I found my phone because this is easily the worst system I have ever heard of","United",-1
3121,"5,68655789247762E+017",0,"2015-02-19 22:17:59 -0800","Houston","Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP","United",-1
3122,"5,68654569976123E+017",0,"2015-02-19 22:13:09 -0800","DC/SF/BFLO","@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?","United",-1
3124,"5,68654382620783E+017",0,"2015-02-19 22:12:24 -0800","Chicago","@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet.","United",-1
3126,"5,68654208674587E+017",0,"2015-02-19 22:11:43 -0800",,"@united a rapid trip plane ticket from Idaho to California that doesn't have problems would be wonderful","United",-1
3127,"5,68652355346022E+017",0,"2015-02-19 22:04:21 -0800","Los Angeles, California","@United agent did help me. My point: there's a problem &amp; I don't want it to mess up somebody else's plans. Can u flow this to tech team pls?","United",-1
3130,"5,68650439639437E+017",0,"2015-02-19 21:56:44 -0800",,"@united you guys are awesome! Thanks!","United",1
3131,"5,68650000227566E+017",0,"2015-02-19 21:54:59 -0800","Alphen aan den Rijn","@united thnx","United",1
3132,"5,68649837610037E+017",0,"2015-02-19 21:54:20 -0800","Los Angeles, California","@united I think we both have the same status (nothing). I think there was a bug in your search system.","United",-1
3134,"5,68648940033343E+017",0,"2015-02-19 21:50:46 -0800",,"@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect","United",-1
3135,"5,68648917551698E+017",0,"2015-02-19 21:50:41 -0800","Vancouver, BC","@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united","United",-1
3137,"5,68647206695121E+017",0,"2015-02-19 21:43:53 -0800",,"@united  Great customer service again. Thanks!","United",1
3138,"5,68646083162837E+017",0,"2015-02-19 21:39:25 -0800","UK","@united thanks, that would be awesome.","United",1
3139,"5,68645962425446E+017",0,"2015-02-19 21:38:57 -0800",,"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response","United",-1
3142,"5,68643928720851E+017",0,"2015-02-19 21:30:52 -0800","Arlington Virginia","@united nawww. United is my fave airline.","United",1
3143,"5,68640713635676E+017",0,"2015-02-19 21:18:05 -0800","IL","@united - Thanks. Formed submitted. I'm not betting someone would be honest enough to turn it in though...","United",-1
3146,"5,68639359127151E+017",0,"2015-02-19 21:12:42 -0800",,"@united €202.88 is the difference between the booked flights, do you want screen shots?","United",-1
3149,"5,68637541513089E+017",0,"2015-02-19 21:05:29 -0800",,"@united rebooked 24 hours after original flight, to say your handling of situation was bad would be an understatement.","United",-1
3154,"5,68629979719676E+017",0,"2015-02-19 20:35:26 -0800","Sacramento, CA","“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏","United",1
3155,"5,68628841431867E+017",0,"2015-02-19 20:30:55 -0800","New York, NY","@united just curious, when are you going to to finally learn #customerservice ?","United",-1
3156,"5,68627869225767E+017",0,"2015-02-19 20:27:03 -0800","St. Louis, MO","@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course","United",-1
3159,"5,68625749214642E+017",0,"2015-02-19 20:18:37 -0800",,"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled","United",-1
3161,"5,68625014037045E+017",0,"2015-02-19 20:15:42 -0800","Los Angeles, CA","@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.","United",-1
3162,"5,68624528131125E+017",0,"2015-02-19 20:13:46 -0800","Raleigh-Durham, NC USA","@united thanks for ruining my wedding anniversary. Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day","United",-1
3164,"5,68623603496792E+017",0,"2015-02-19 20:10:06 -0800",,"@united the only difference being you are both responsible and in a position to do something about them. Learn from @Delta","United",-1
3165,"5,68622671287566E+017",0,"2015-02-19 20:06:23 -0800","Boston, MA","@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.","United",-1
3171,"5,68616603568492E+017",0,"2015-02-19 19:42:17 -0800",,"@united I did they did not.  I did submit a complaint on line and never heard back from that - I don't have that ID- you should find it","United",-1
3172,"5,68615916730057E+017",0,"2015-02-19 19:39:33 -0800","Chicago, Illinois.","@united it is cool. Your customer told me they didn't care either. It is expected","United",-1
3173,"5,68615812594078E+017",0,"2015-02-19 19:39:08 -0800","ÜT: 40.635407,-73.991869","@United is freaking worthless. I hate this airline. http://t.co/dN1if2cGwE","United",-1
3174,"5,68615063738647E+017",0,"2015-02-19 19:36:10 -0800","Ottawa/St.Louis","@united not once did #US3645 leave #ORD on time this week #shameful","United",-1
3175,"5,68614750508036E+017",0,"2015-02-19 19:34:55 -0800","Ottawa/St.Louis","@united very missed daughter suppose to dpt ORD @5:59pm - dpted  8:30pm -checked week's average for UA3645 -shameful!  7 day average 7:54pm","United",-1
3179,"5,68612163578774E+017",0,"2015-02-19 19:24:38 -0800",,"@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.","United",-1
3183,"5,68611300609118E+017",0,"2015-02-19 19:21:13 -0800","Arlington, VA",".@united board customers onto a plane with no pilot? The only thing that expedited was my time in line to book a new flight. Come on now.","United",-1
3184,"5,68610311487562E+017",0,"2015-02-19 19:17:17 -0800",,"@united that would be great - 1k us651621","United",1
3185,"5,68608982321013E+017",0,"2015-02-19 19:12:00 -0800","St. Louis, MO","@united stuck on Tarmac for the last hour. Can I have a beer?","United",-1
3187,"5,68608136485057E+017",0,"2015-02-19 19:08:38 -0800","New York","@united it's freezing on the gate bridge#waitingforbags#united#EWR","United",-1
3188,"5,68607646204465E+017",0,"2015-02-19 19:06:41 -0800","New York","@united landed at 9:40pm and have been standing waiting for bags that were loaded plane side..why isn't the crew here#tiredcustomer","United",-1
3189,"5,68607402645455E+017",0,"2015-02-19 19:05:43 -0800","Houston","@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?","United",-1
3193,"5,68606225027486E+017",0,"2015-02-19 19:01:02 -0800","Where the miles are","@united broke my suitcase &amp; refuses to give me a repair estimate. http://t.co/zOUOwgv3Q6","United",-1
3194,"5,68606101412962E+017",0,"2015-02-19 19:00:33 -0800","Buffalo, NY","@united How do you have a scheduled flight WITH NO CREW? Is there a competent person working at this airline?","United",-1
3198,"5,68602007583355E+017",0,"2015-02-19 18:44:17 -0800",,"@united just got my lost Kindle in the mail! Thanks again.","United",1
3201,"5,68600144406569E+017",0,"2015-02-19 18:36:53 -0800","DC/SF/BFLO","@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!","United",-1
3205,"5,68597062104814E+017",0,"2015-02-19 18:24:38 -0800","Allentown, PA","@united ORD Gate C25 and Flt 619-  remember when customers were valuable? Is it so hard to be nice to someone lugging a guitar &amp; carryons ?","United",-1
3206,"5,6859683343976E+017",0,"2015-02-19 18:23:43 -0800","sunnyvale, ca","@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.","United",-1
3207,"5,68596065882018E+017",1,"2015-02-19 18:20:40 -0800","Omaha, NE","@united I'm in Denver, my bag is in San Jose. See something wrong here.","United",-1
3208,"5,68595828232864E+017",0,"2015-02-19 18:19:44 -0800",,"@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome","United",-1
3209,"5,68594708177556E+017",0,"2015-02-19 18:15:17 -0800",,"@united playing hide and seek with the gate. ""We can't find it, it should only be a few more minutes.""","United",-1
3210,"5,68594180014015E+017",0,"2015-02-19 18:13:11 -0800",,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed.","United",-1
3213,"5,68591705802469E+017",1,"2015-02-19 18:03:21 -0800","Carmel, IN","@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X","United",-1
3214,"5,68591278805529E+017",0,"2015-02-19 18:01:39 -0800","Cleveland","@united stop picking on us #CLE http://t.co/VTqE8m1L3i","United",-1
3215,"5,68591158777123E+017",0,"2015-02-19 18:01:10 -0800",,"@united booked flight in sept to get best price for April to usa, checked now and they are €67 cheaper, what a con unhappy customer #ripoff","United",-1
3217,"5,68589551477887E+017",0,"2015-02-19 17:54:47 -0800","Houston","@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF","United",-1
3218,"5,6858935903486E+017",0,"2015-02-19 17:54:01 -0800","ÜT: 38.988512,-77.161145","@united Leaving soon. Thanks!","United",1
3219,"5,68589019925369E+017",0,"2015-02-19 17:52:40 -0800",,"@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??","United",-1
3220,"5,68588791830737E+017",0,"2015-02-19 17:51:46 -0800",,"@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.","United",-1
3223,"5,68585421518545E+017",0,"2015-02-19 17:38:22 -0800","Pursuit of Happiness","@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me","United",-1
3225,"5,68584104641368E+017",0,"2015-02-19 17:33:08 -0800",,"@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!","United",-1
3226,"5,685837737948E+017",0,"2015-02-19 17:31:50 -0800","Arlington, VA",".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?","United",-1
3228,"5,68582924729074E+017",1,"2015-02-19 17:28:27 -0800","Pursuit of Happiness","@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL","United",-1
3229,"5,68582403670852E+017",1,"2015-02-19 17:26:23 -0800","Minnetonka","@united Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays","United",-1
3230,"5,68580515013398E+017",0,"2015-02-19 17:18:53 -0800","Pursuit of Happiness","@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?","United",-1
3231,"5,68579388704293E+017",1,"2015-02-19 17:14:24 -0800","Las Vegas & Atlanta","@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?","United",-1
3232,"5,68578571129762E+017",0,"2015-02-19 17:11:09 -0800","nyc","@united be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning.","United",-1
3233,"5,6857759617201E+017",0,"2015-02-19 17:07:17 -0800","Pursuit of Happiness","@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!","United",-1
3234,"5,6857676321262E+017",0,"2015-02-19 17:03:58 -0800","Jacksonville Beach, FL","@united should contact me and the others on my flight who can't get their website to work. None of our info is valid! http://t.co/3zpJr7kWbk","United",-1
3235,"5,68576245027336E+017",0,"2015-02-19 17:01:55 -0800",,"@united over an hour stuck and still not off the plane. Total failure by you and your partners in ensuring the best customer experience.","United",-1
3237,"5,68575427742011E+017",0,"2015-02-19 16:58:40 -0800",,"@united silence is very telling","United",-1
3240,"5,68574249553637E+017",0,"2015-02-19 16:53:59 -0800","Jacksonville Beach, FL","@united Am I illiterate or is there a magic code to make your customer service site work? http://t.co/t4gcKs2bh5","United",-1
3241,"5,68574188086297E+017",1,"2015-02-19 16:53:44 -0800",,"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM","United",-1
3244,"5,68573889359557E+017",0,"2015-02-19 16:52:33 -0800",,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?","United",1
3245,"5,68573570114134E+017",0,"2015-02-19 16:51:17 -0800",,"@united 50 minute wait...still at the gate with a broken jetway. Might miss connection","United",-1
3248,"5,6857275340365E+017",0,"2015-02-19 16:48:02 -0800",,"@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.","United",-1
3249,"5,68572666178884E+017",0,"2015-02-19 16:47:41 -0800","Chicago","@united one hour after departure time and still no update!","United",-1
3250,"5,68571642265227E+017",0,"2015-02-19 16:43:37 -0800",,"@united I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger","United",-1
3251,"5,68570905690898E+017",0,"2015-02-19 16:40:42 -0800",,"@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?","United",-1
3252,"5,68568938960806E+017",1,"2015-02-19 16:32:53 -0800","Chicago","@united how can you never got a flight from austin to Houston in time for a connection ever? Ever!","United",-1
3254,"5,685681971478E+017",0,"2015-02-19 16:29:56 -0800",,"@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother","United",-1
3255,"5,68567425106629E+017",0,"2015-02-19 16:26:52 -0800",,"@united look at the Twitter history - as usual service non existent","United",-1
3256,"5,68567048801907E+017",0,"2015-02-19 16:25:22 -0800","Columbus, Ohio","@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.","United",1
3260,"5,6856479959382E+017",0,"2015-02-19 16:16:26 -0800","lexington KY","@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…","United",-1
3261,"5,68564757172765E+017",0,"2015-02-19 16:16:16 -0800",,"@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.","United",-1
3265,"5,68563494313857E+017",0,"2015-02-19 16:11:15 -0800",,"@united line is just getting longer and moving slower. Lady working the counter is doing great, she just needs help. #customerservicefail","United",-1
3266,"5,685634629951E+017",0,"2015-02-19 16:11:07 -0800","Chicago","@united an update on flight 5979 would be great!","United",-1
3267,"5,68562804837491E+017",0,"2015-02-19 16:08:30 -0800","Dallas, TX","@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated","United",-1
3270,"5,68562613040198E+017",1,"2015-02-19 16:07:44 -0800","Chicago, Illinois","@united Your boarding process sucks. You should learn from @SouthwestAir","United",-1
3271,"5,6856251228466E+017",1,"2015-02-19 16:07:20 -0800","htx","@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail","United",-1
3272,"5,68561858875142E+017",0,"2015-02-19 16:04:45 -0800",,"@united my fingers are crossed that they are more capable of getting baggage from point A-&gt;B than United Airlines!","United",-1
3274,"5,68560510896964E+017",1,"2015-02-19 15:59:23 -0800",,"@united not about being on my way or impatience on my part...it's about you being untruthful and not having proper systems in place","United",-1
3275,"5,68560083103138E+017",0,"2015-02-19 15:57:41 -0800",,"@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working","United",-1
3276,"5,6855968089455E+017",0,"2015-02-19 15:56:05 -0800","San Francisco, CA","@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.","United",1
3277,"5,68558728263254E+017",0,"2015-02-19 15:52:18 -0800","USA","@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute.","United",-1
3280,"5,68558050635747E+017",0,"2015-02-19 15:49:37 -0800",,"@united are you telling me that you are now Cancelled Flighting my flight ??","United",-1
3281,"5,68557220473885E+017",0,"2015-02-19 15:46:19 -0800",,"@united would be hard to be worse than last time but I'm sure you'll give it a shot","United",-1
3282,"5,68556636068921E+017",0,"2015-02-19 15:43:59 -0800","San Francisco, CA","@united Thank you for the Delta transfer. Will my bags go too?","United",1
3283,"5,68556238012678E+017",0,"2015-02-19 15:42:25 -0800","Houston, TX, USA","“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!","United",1
3284,"5,68555130624217E+017",0,"2015-02-19 15:38:01 -0800","Pursuit of Happiness","@united service staff to is less than friendly!","United",-1
3286,"5,68553155937452E+017",0,"2015-02-19 15:30:10 -0800","San Francisco, CA","@united Can you transfer my bags too?","United",-1
3289,"5,68552711840358E+017",0,"2015-02-19 15:28:24 -0800","Somerville, MA","@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!","United",1
3290,"5,68552347812524E+017",0,"2015-02-19 15:26:57 -0800","Madison, wi","@united you had us REBOARD without the captain.  So now we'll be sitting in here for another 20+ min? http://t.co/EEReKDf9Fq","United",-1
3292,"5,68549060103135E+017",0,"2015-02-19 15:13:53 -0800","Canmore","@united @annricord Great! Appreciate it😊","United",1
3294,"5,68547227527819E+017",0,"2015-02-19 15:06:36 -0800","San Juan Capistrano","@united thanks! Everything a-ok now.","United",1
3297,"5,68544738032243E+017",0,"2015-02-19 14:56:43 -0800","America's Dairyland","@united ok thanks. I sent you a DM too. You can disregard that.","United",1
3298,"5,68542661684015E+017",0,"2015-02-19 14:48:28 -0800",,"@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉","United",1
3303,"5,68539224770638E+017",0,"2015-02-19 14:34:48 -0800","Las Vegas & Atlanta","@united smiling? NOT!!","United",-1
3304,"5,68538872637817E+017",0,"2015-02-19 14:33:24 -0800","Las Vegas & Atlanta","@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!","United",-1
3309,"5,68536634058084E+017",0,"2015-02-19 14:24:31 -0800",,"@united worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A","United",-1
3311,"5,68535677027029E+017",0,"2015-02-19 14:20:42 -0800",,"@united Donna and Juan still the best in the United Club_ too bad UAL does not get it","United",-1
3314,"5,68534107875119E+017",0,"2015-02-19 14:14:28 -0800","New York, NY","@united I just want to contact someone with a question &amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line","United",-1
3316,"5,68533330557186E+017",0,"2015-02-19 14:11:23 -0800",,"@united keeps delaying my flight, horrible customer service","United",-1
3319,"5,6853023436807E+017",0,"2015-02-19 13:59:05 -0800",,"@united You guys are atrocious.  Far better service as silver on Delta than you as a platinum.  I'll be switching back to delta.","United",-1
3320,"5,68528656584147E+017",0,"2015-02-19 13:52:49 -0800","Tulsa, OK","@united I will thank you!","United",1
3321,"5,68527517910319E+017",0,"2015-02-19 13:48:17 -0800","BOS, SFO, NYC, ++","@united thanks for making sure they hear the message!","United",1
3324,"5,68527292135133E+017",0,"2015-02-19 13:47:23 -0800","PA","@united I have and been denied! I called and got hung up on. Did speaks with manager on second call","United",-1
3325,"5,68526386249351E+017",0,"2015-02-19 13:43:47 -0800",,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK","United",-1
3329,"5,68524550251479E+017",0,"2015-02-19 13:36:30 -0800",,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!","United",-1
3332,"5,68520126095442E+017",0,"2015-02-19 13:18:55 -0800","Tulsa, OK","@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC","United",1
3333,"5,68519880711873E+017",0,"2015-02-19 13:17:56 -0800","Brighton, UK","@united Thank you.","United",1
3334,"5,68516490405679E+017",0,"2015-02-19 13:04:28 -0800","Brazil","@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats","United",1
3336,"5,68515696197439E+017",0,"2015-02-19 13:01:19 -0800","Madison, wi","@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.","United",-1
3337,"5,6851555366654E+017",1,"2015-02-19 13:00:45 -0800","Chicago and an airplane ","@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J","United",1
3340,"5,68513007849841E+017",0,"2015-02-19 12:50:38 -0800","Mysore : London : New York","@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely","United",1
